#- Diff Addition, Diff Removal -#
3.032, 3.230
#- L 2J ek V Z-#
2       3      -16.376     1   0.3
2       3      -15.862     1   0.11
2       5      -15.040     1   0.017
2       5      -12.030     1   0.58
0       1      -11.265     1   0.65
1	1	-8.176     1   0.77
0	1	-1.21      0   0.99
2	5	-0.47      0   0.90
2	3	3.57       0   0.50

